time_s,sport,exercise,camera_view,phase,pose_status,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,trunk_lean_angle_deg,athlete_depth_m,center_depth_m,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.074,Weightlifting,Snatch,Side View,Setup,Detected,,31.32,,,,,,60.58,,130.09,100.67,3.779,7.558,True,202.0,424.0,,,,,,-0.6498,0.9498,3.222,,,,,
0.17,Weightlifting,Snatch,Side View,Setup,Detected,,31.11,,104.31,,115.66,,61.38,,131.55,100.75,3.779,7.558,True,202.0,424.0,,,,,,-0.6498,0.9498,3.222,,,,,
0.262,Weightlifting,Snatch,Side View,Setup,Detected,,31.73,,105.83,,116.57,,61.38,,131.55,100.75,3.733,7.288,True,202.0,423.0,,,,,,-0.6498,0.9446,3.222,,,,,
0.35,Weightlifting,Snatch,Side View,Setup,Detected,,32.31,,107.83,,119.64,,66.23,,133.87,101.07,3.733,7.288,True,202.0,424.0,,,,,,-0.6498,0.9498,3.222,,,,,
0.443,Weightlifting,Snatch,Side View,Setup,Detected,,32.97,,108.49,,119.64,,68.52,,138.07,101.07,3.802,7.849,True,201.0,423.0,,,,,,-0.6585,0.9496,3.239,,,,,
0.523,Weightlifting,Snatch,Side View,Setup,Detected,,31.79,,102.2,,119.67,,68.52,,139.99,101.07,3.802,7.849,True,201.0,423.0,,,,,,-0.6585,0.9496,3.239,,,,,
0.601,Weightlifting,Snatch,Side View,Setup,Detected,,32.7,,100.56,,120.24,,68.44,,140.44,100.67,3.756,7.652,True,202.0,424.0,,,,,,-0.6464,0.9448,3.205,,,,,
0.698,Weightlifting,Snatch,Side View,Setup,Detected,,33.29,,99.19,,121.6,,67.71,,139.99,100.99,3.756,7.652,True,201.0,423.0,,,,,,-0.6551,0.9446,3.222,,,,,
0.787,Weightlifting,Snatch,Side View,Setup,Detected,,34.05,,102.06,,122.81,,66.42,,142.74,100.92,3.756,7.376,True,201.0,423.0,,,,,,-0.6551,0.9446,3.222,,,,,
0.878,Weightlifting,Snatch,Side View,Setup,Detected,,36.49,,107.25,,114.16,,62.58,,134.72,100.59,3.756,7.376,True,202.0,424.0,,,,,,-0.6498,0.9498,3.222,,,,,
0.959,Weightlifting,Snatch,Side View,Setup,Detected,,37.12,,109.88,,112.93,,61.49,,133.34,100.59,3.756,7.951,True,201.0,423.0,,,,,,-0.6516,0.9396,3.205,,,,,
1.036,Weightlifting,Snatch,Side View,Setup,Detected,,34.76,,106.95,,114.3,,67.02,,133.93,100.45,3.756,7.951,True,202.0,423.0,,,,,,-0.6464,0.9396,3.205,,,,,
1.129,Weightlifting,Snatch,Side View,Setup,Detected,,34.75,,105.97,,115.25,,70.02,,129.87,100.38,3.71,7.951,True,201.0,422.0,,,,,,-0.662,0.9493,3.256,,,,,
1.204,Weightlifting,Snatch,Side View,Setup,Detected,,35.66,,109.75,,118.54,,59.4,,136.62,99.66,3.71,7.951,True,201.0,423.0,,,,,,-0.662,0.9546,3.256,,,,,
1.283,Weightlifting,Snatch,Side View,Setup,Detected,,36.43,,110.47,,119.25,,55.63,,135.68,99.26,3.756,7.849,True,202.0,423.0,,,,,,-0.6533,0.9496,3.239,,,,,
1.361,Weightlifting,Snatch,Side View,Setup,Detected,,36.84,,115.42,,119.67,,56.62,,133.87,99.73,3.733,7.849,True,201.0,423.0,,,,,,-0.6585,0.9496,3.239,,,,,
1.451,Weightlifting,Snatch,Side View,Setup,Detected,,37.34,,116.62,,115.35,,59.64,,138.74,99.8,3.71,7.466,True,202.0,424.0,,,,,,-0.6498,0.9498,3.222,,,,,
1.538,Weightlifting,Snatch,Side View,Setup,Detected,,37.96,,114.72,,119.96,,60.7,,139.79,99.87,3.71,7.466,True,202.0,423.0,,,,,,-0.6498,0.9446,3.222,,,,,
